comments,ratings
"là 1 fan của lẩu gà lá é. từ đà lạt xún sg. ăn từ lúc quán ở bên tân hương  rồi qua gò dầu  rồi qua trần quang cơ. xưa bán chất lượng lắm. thịt nhiều  gà chắc  nước ngon  rau sạch. từ lúc qua bên trần quang cơ là thịt ít hẳn rồi. nhưng hôm qua mới đặt thì gà bở  nước nêm vị không giống như xưa  rau thì dơ thôi rồi luôn.
chẳng lẽ giờ ăn phải mò lên tuốt đà lạt ăn mới thoả lòng",4
"nay rảnh rỗi ghé ăn trưa 2 người giá vé 3390  mọi thứ đều  được ie: thịt bò 🐄 ngon mềm  salad rau củ và salad bắp cải rất ngon  panchan ăn kèm khá đa dạng  thịt heo cũng được  không quá nhiều mỡ  cơm bát đá nóng chuẩn hàn quốc mà hơi nhiều xíu🙄
nước: mới vào bạn sẽ được 1 bình nước lọc có chanh xả. mình gọi combo 2 nước gạo trái cây 890: thơm và dưa lưới: khá ngon mà cũng dễ uống.
còn phục vụ thì quá tốt nhé  các bạn giúp mình nướng và cắt thịt  chỉ việc ngồi ăn (cũng hơi ngại xíu😋)  vỉ nướng vừa khét là được thay rồi
một chia sẻ: nếu bạn có thể dùng salad thì nên gọi mỗi người 1 dĩa  nướng thịt xong bỏ vào dĩa ăn cùng rất tiện. 
tráng miệng: panna cotta và caramel vừa miệng.
tổng chi phí 2 miệng ăn chỉ hơn 700. đáng tiền yêu  yêu  yêu ",10
"*vị trí: nằm trên con đường bùi bằng đoàn. rất dễ kiếm.

*không gian: rộng rãi và thoải mái  tầng trệt ngồi ghế  trên lầu ngồi bệt.

*món ăn: mình đến lúc quán có chương trình giới thiệu món mới  ăn trong khung giờ phần sườn nướng phô mai thần thánh 230 chỉ còn 230. gà rất ngon và phô mãi cũng nhiều nữa. 

*giá: bình thường 230/ 1 phần ( 2 người ăn là no luôn ). hôm này chỉ còn 230

*phục vụ: chu đáo - tận tình. còn cảnh lúc lại trộn phô mãi lên dùm mình nữa. rất hài lòng.",10
mọi người đặt uống socola - trà xanh - trà sữa thấy tạm chấp nhận  nhưng góp ý chân châu quá cứng  vị ngọt gắt phải cho đá rất nhiều  topping bình thường  có củ năng  được  nhất,7
nói đến ngọc sương thì ai cũng biết ngay đây là 1 thương hiệu ẩm thực hải sản cao cấp khá nổi tiếng ở sài  gòn nếu ai muốn tìm đến 1 nơi có thể đãi tiệc chất lượng với giá cả tốt thì mình thấy ngọc sương là 1 địa điểm hợp lý vì có rất nhiều phòng riêng  trang trí cũng đẹp mắt và sang trọng  không xô bồ như các quán bình dân khác. trong phòng bày trí giống trong boong tàu tạo cảm giác mát mẻ như đang lênh đênh trên biển. món ăn rất ngon nhưng giá khá cao  thích hợp để tiếp khách hay tụ hợp gia đình. cơm lẩu ở đây nêm nếm vừa miệng  hải sản tươi ngon. phục vụ nhanh nhẹn chu đáo,9
mình đến mua bánh mì mang về  ban đầu nói chú giữ xe mua về thì ổng nói để đó đi rồi nhìn chăm chăm từ lúc đứng ở xe đến lúc bước vô tiệm bánh  nhìn ánh mắt như kiểu mình đi ăn trực hay sao ấy  khó chịu vô cùng  ngay cả đến lúc ra cũng nhìn và cũng không thèm dắt xe cho khách. lúc bước vào tiệm nghe mùi bánh mì thơm lắm  giá cũng không quá đắt  nhưng hương vị bình thường. hamburger dĩa bay khá lạ về hình thức nhưng thưởng thức thì bình thường  nhạt và mau ngán. bánh mặn cũng vậy  vị cũng nhạt và ít topping trên mặt bánh.,4
"nói đến phở  mà không nói đến phở thìn là một thiếu sót lớn. phở thìn đặc biệt từ câu chuyện khởi đầu của nó  cho đến chuỗi những cửa hàng phở thìn trên khắp mọi miền như bây giờ.
điều đặc biệt ở đây chính là món phở tái lăn  với cách nêm nếm không giống ai  nhưng mang lại đặc trưng riêng mà chỉ nơi đây mới có.
phở thìn tất nhiên là của miền bắc  nhưng ngay giữa sài gòn cũng có một quán nhỏ  khiến ai dừng chân thưởng thức một tô phở  cũng có cảm nhận như đang được sống giữa một hà nội thơm thảo  dù chỉ là trong chốc lát thôi.
ngoài món phở tái lăn đặc biệt  quá còn có xôi xéo và sữa chua nếp cẩm  hai món rất đặc trưng hà nội để bạn thưởng thức thêm.",10
"cuối tuần  tôi cùng một vài người bạn rũ nhau đi chơi vòng quanh nhà thờ đức bà. sau một buổi chiều chơi thỏa thích và chụp hình lưu niệm  chúng tôi chọn quán bánh khọt vũng tàu nằm trên đường trần cao vân để thưởng thức. 
+ không gian: quán có 2 tầng rất thoáng mát và được trang trí rất đẹp.
+ thực đơn: rất đa dạng và phong phú. nhóm mình có  đặt  các món đặc trưng của quán để dùng như: - bánh khọt thập cẩm và bánh khọt tôm thịt: mỗi loại có giá là 70 bột bánh vừa nóng vừa giòn ăn rất thích. nước chấm ăn kèm với món bánh khọt này rất ngon nha  có vị chua chua ngọt ngọt nên ăn rất ngon
- bánh xèo hải sản nấm và bánh xèo tôm thịt củ hủ dừa có giá: 850. một cái bánh xèo khá to và lớn nha. bánh xèo được tráng mỏng và giòn nên ăn rất vui miệng. nhân bánh xèo cũng rất nhiều. đặc biệt  rau ăn kèm với bánh xèo rất đa dạng nha nên nhóm mình ăn nhiều lắm.
- gỏi bưởi và mì xào giòn tại quán này cũng được.
+ thức uống: nước ép bưởi  nước ép táo cùng với nước rau má đậu xanh tại quán rất ngon.
nhìn chung  các món ăn tại đây đều  được 
phục vụ: nhân viên phục vụ vui vẻ và nhiệt tình nha. giữ xe miễn phí.",10
"quay trở về quán phá lấu ruột  vẫn ngon lắm cô ơi t_t
nước lèo thơm béo  nước chấm đặc biệt chua cay đậm đà huhu. trời mưa mưa cứ ghé gọi 1 chén rồi xé bánh mì chấm chấm là ấm lòng lại ngay.
vì bán chính là phá lấu nên mấy nước sâm hay mấy món ngọt bán chung không ngon lắm  phục vụ cũng ổn chỉ có chỗ giữ xe còn nhỏ chật quá. quán cô ngay hẻm đầu chợ mà mỗi lần đi muốn tới được với cô phải vượt qua sóng gió của mấy hàng khác lôi kéo hahaha",9
mua nhân dịp khuyến mãi 20% nhưng chất lượng vẫn khá được. nhiều cheese nhưng không ngán. vỏ bánh mỏng vừa phải. khá vắng nên làm nhanh. khoảng 20p có bánh mang về. tương ớt ngon.,8
"gđ mình ăn ở quán cũng mấy lần rồi mình không thích mì quảng chủ yếu đi cùng gđ nên cũng không dám đánh giá về thức ăn.nhưng sau hôm nay gđ mình sẽ không trở lại quán nữa.thái độ nhân viên giữ xe/bve xem thường khách quá.
gđ mình đi 4ng 3 xe máy.lúc lấy xe chú bve dắt 1 chiếc xuống đường mình đứng chờ chú dắt 2 chiếc còn lại thì thấy chú cứ chần chừ chỉ chỉ vào xe.ý là xe đó tự dắt đi và chú đi dẫn những chiếc xe khác.hơi bị bất ngờ.thôi thì cũng tự dắt.
nhưng e mình chạy xe yếu nó không dám lùi xe xuống bậc thềm cao nên lùi xe chậm và cần ngkhac giúp đỡ đuôi xe để lùi xuống bậc thềm. chú bve thì nhăn mặt và lẩm bẩm gì đó mình không nghe rõ.mẹ mình hơi bất mãn có nói với chú rằng chú không dắt xe cho khách thì thôi sao lại khó chịu khách nv.chú ấy nói đại khái là đi 3 chiếc dắt dùm 1 chiếc thôi chứ 2 chiếc còn lại tự dắt gxe miễn phí mà.ôi trời vậy gxe miễn phí thì khách phải tự xử lý và phải xử lý nhanh chóng sao?vậy để gxe miễn phí làm gì thu tiền đi cho mọi ng đều được lợi thì sẽ vui vẻ đôi bên.
khi mình nói sẽ phản ánh với qly.chú ấy bảo cứ nói đi thách thức khách nhân viên đó.mình không gặp được qly chỉ có nhân viên thu ngân nhân viên đó xin lỗi và nói mình gọi cho qly phản ánh dùm và họ cũng đã nghe phản ánh về thái độ này cũng nhiều lần rồi.
việc tự dắt xe thì cũng được nhug nếu vậy thì phải thông cảm cho khách trong mọi trường hợp đâu ai muốn rề rà.tsao lại khó chịu nhăn nhó khách nv.mình đâu có đi xin ăn.",1
"mình vô gọi món miến  rau xào và tôm  nhưng chỉ mới chụp có hai món thôi.
miến ăn tàm tạm  không có gì đặc biệt  rau xào tự xào ở nhà còn hơn!
về tôm thì làm chưa kĩ  tôm không tươi! chất lượng hải sản có hơi kém!
nói chung sẽ không ghé nữa!",4
đi quán tầm chiều 5h nên khá đông. nhân viên lấy  đặt  nhanh và thân thiện. mình  đặt : rau câu bánh flan  gỏi cuốn  gỏi khô bò  bún xào và 1 nước (trà đá free). mùi vị các món đều rất  được  trừ món rau câu bánh flan khiến mình hơi thất vọng. vì mình ăn từ khi quán còn ngồi ghế đẩu thấp chủm  mấy năm rồi không trở lại  suýt không thấy 2 cái bánh bé xíu. nước cà phê ăn kèm vẫn rất được. không gian cũng hơi xô bồ (vì nằm trước của chợ htt) và không sạch sẽ cho lắm.,7
"mình có mấy voucher cheese coffee đổi từ fdc của nên sẽ còn nhiều bài nhận xét về cheese hơi nhiều . mấy món nước mới mùa noel 🎄 nghe bảo đẹp chứ không vừa miệng lắm nên mình vẫn uống trà sữa nguyên lá hạt dẻ nha   giá cho size mình là 520   ly mới nhân mùa noel có màu khá xinh   nhìn ăn hình lắm nha !! vị uống ổn nhưng ai sợ ngọt sẽ không thích đâu (bạn nhân viên  đặt  cũng không hỏi mình đường đá sao hết trơn 😬) . tuy nhiên trà sữa nguyên lá thì ở đây ngon nè . do mua take away nên không chụp không gian trên lầu được nhưng bên dưới tầng trệt nhìn xinh   ấm cúng . 
à mà quán nằm ngay góc giao với nguyễn_văn_tráng   nghe chú bảo vệ kêu gửi xe phía về đh hoa sen í   ghé 2 lần toàn đi bộ hoặc mua mang về nên không rõ lắm 🤔",8
"hôm trước sinh nhật chị cùng phòng mình có đến savoure mua bánh. tiệm nằm ngay góc đường lê quang định và phan văn trị nên khá dễ kiếm. các loại bánh nhỏ hơi ít  theo mình nhớ thì chỉ có 4 5 loại được trưng bày  lúc đầu mình tính mua tiramisu nhưng không có nên quyết định mua 2 loại là bánh bắp màu trắng và bánh màu đen như trong hình mà mình quên tên rồi ))  1 cái 350 và 1 cái 40.

bánh màu đen ăn ngon  vị ngọt và béo vừa phải  các vị của bánh kết hợp lại là hoàn hảo -> nếu có ý định mua bánh thì nhiệt liệt đề cử bánh này.

bánh bắp bị ngọt và béo  khá nhiều kem  hạt bắp cũng hơi ít nên bánh dễ gây ngán nhưng vì bánh nhỏ nên không sao -> bạn nào không thích đồ quá ngọt và béo giống mình thì không nên chọn bánh này.

nhìn chung thì mình khá hài lòng với trải nghiệm lần đầu tới savoure nên sẽ tiếp tục ủng hộ thương hiệu này.",10
"về vị trí thì quán ngay góc ngã tư  mua sáng sớm thì mọi người mua đông  hơi kẹt xe chút xíu ngay chỗ đèn đỏ.
bánh mì vừa  không to quá  nhân nhiều thiệt là nhiều  nhưng không ngán mà rất vừa miệng  ăn ngon gì đâu. mình mua lên cho chị trên văn phòng ăn  chị đó khen tấm tắc  tuần nào cũng nhắc mua ít nhất 1 lần. phục vụ rất nhanh.  giá cả lại rẻ nữa chứ 10/ổ.",10
quán nhỏ  ít chỗ  đi trễ sẽ phải đợi. mì và nước lèo ăn được chứ không xuất sắc lắm. giá hơi cao so với phần ăn.,3
"vị gà cũng tạm ổn. cho đồ chua hơi ít  thái cục to nhìn thô thiển so với 1 quán lớn. không có nước chấm hay sốt kèm theo ngoài chén nước mắm ha nước tương gì đấy. 
nhân viên trong quầy nói chuyện hơi lớn tiếng  phục vụ không mấy vui vẻ.
hôm qua mình đi 2 người  mình muốn lên trên ngồi nên đã đi vào thì anh quản lí ha gì đấy bảo ở trên chỉ dành cho 10 người. nên mình ngồi lại phía dưới với cái bàn không mấy thoải mái 
một lát sau thì có 2ng khác vô thì lên trên ngồi được.
- chi nhánh của papa's chicken mình tâm đắc nhất là papa's chicken mỹ tho.",4
quán này nghe tên lạ lạ vui tai   mà các món ốc ở đây rất to và tươi   chế biến lạ và sáng tạo lắm . tuy giá cả cao nhưng thấy chất lượng ổn   đặc biệt là sạch sẽ   an tâm ăn không gì hết . được bạn mời tới quán là khoái   không gian quán cũng sạch sẽ . cà ri nghêu 820   ốc mỡ   ốc hương sốt với sò điệp nướng phô mai khá ngon   dù giá gần xấp xỉ 10 / dĩa mà kệ tiền nào của nấy . mấy cái sốt chấm bánh mì cũng  được  .,10
"cuối tuần  mình và gia đình có ghé qua quán.
thật sự bất ngờ vì độ tươi sống của hải sản ở đây.
giá cả hợp lý  chất lượng tuyệt vời.
nhân viên tận tình  nhanh nhẹn.
p/s: các bạn nên thử thêm các món ăn khác ngoài cua nhé  đảm bảo không phải hối hận đâu.",10
